ID,Organization,Organization Type,Training Date,Address,City,State,Zip Code,Longitude,Latitude,Number Trained,Project Type,Taining Topic
,Lavaca County,Government,7/1/2021,109 N La Grange Street,Hallettsville,TX,77964,-96.94249592,29.44514658,0,Community Planning,
,Liberty County,Government,8/1/2021,1923 Sam Houston Street,Liberty,TX,77575,-94.79644213,30.05878089,0,Community Planning,
,Llano County,Government,9/1/2021,2001 N Texas Highway 16,Llano,TX,78643,-98.67027312,30.77169981,0,Community Planning,
,Maverick County,Government ,10/1/2022,500 E San Antonio Street,Eagle Pass,TX,78852,-100.3164346,28.51804595,0,Community Planning,
,Milam County,Government,11/1/2021,102 S Fannin Avenue,Cameron,TX,76520,-96.97578129,30.84961806,0,Community Planning,
,Morris County,Government,12/1/2021,500 W 1st Street,Daingerfield,TX,75638,-94.63683924,32.99935809,0,Community Planning,
,Nacogdoches County,Government,1/1/2021,101 W Main St,Nacogdoches,TX,75961,-94.65637063,31.60406512,0,Community Planning,
,Newton County,Government,2/1/2021,112 W Court Street,Newton,TX,75966,-93.76164832,30.84816573,0,Community Planning,
,Orange County,Government,3/1/2022,123 S 6th St,Orange,TX,77630,-93.73520232,30.09010758,0,Community Planning,
,Presidio County,Government,4/1/2021,300 N Highland Ave,Marfa,TX,79843,-104.0212341,30.31322569,0,Community Planning,
,Rains County,Government,5/1/2021,200 W Kaufman St,Emory,TX,75440,-95.7330559,32.891494,0,Community Planning,
,Red River County,Government,6/1/2022,100 N Walnut St,Clarksville,TX,75426,-95.05063231,33.61113338,0,Community Planning,
,Refugio County,Government,7/1/2021,808 Commerce Street,Refugio,TX,78377,-97.27556048,28.29658843,0,Community Planning,
,San Augustine County,Government ,8/1/2021,100 W Columbia St,San Augustine,TX,75972,-94.10941935,31.53033916,0,Community Planning,
,San Saba County,Government ,9/1/2021,500 E Wallace Street,San Saba,TX,76877,-98.71698698,31.19581904,0,Community Planning,
,Shackleford County,Government ,10/1/2021,100 W 3rd St,Albany,TX,76430,-99.29369856,32.72696283,0,Community Planning,
,Shelby County,Government ,11/1/2021,200 San Augustine Street,Center,TX,75935,-94.18168217,31.79310747,0,Community Planning,
,Stephens County,Government ,3/11/2024,101 S 11th Street,Duncan,OK,73533,-97.96157743,34.5005427,0,Community Planning,
,Stonewall County,Government ,12/1/2025,100 E Main St,Aspermont,TX,79502,-100.2309373,33.1500389,0,Community Planning,
,Throckmorton County,Government ,1/1/2021,100 N Minter Ave,Throckmorton,TX,76483,-99.17729166,33.17865541,0,Community Planning,
,Tillman County,Government ,2/1/2025,300 N Broadway,Frederick,OK,73542,-98.98002281,34.51132494,0,Community Planning,
,Tyler County,Government ,3/1/2021,100 W Bluff Street,Woodville,TX,75979,-94.41550022,30.77534367,0,Community Planning,
,Walker County,Government ,4/1/2021,1100 University Ave,Huntsville,TX,77340,-95.5505436,30.72340173,0,Community Planning,
,Wharton County,Government ,5/1/2021,100 S Fulton Street,Wharton,TX,77488,-96.10072812,29.31099489,0,Community Planning,
,Wheeler County,Government ,6/1/2021,401 S Alamo Street,Wheeler,TX,79096,-100.2701802,35.4418692,0,Community Planning,
,Wichita County,Government ,5/27/2022,900 7th Street,Wichita Falls,TX,76301,-98.49466957,33.91195779,0,Community Planning,
,Wilbarger County,Government ,7/1/2025,1600 Wilbarger St,Vernon,TX,76384,-99.28252128,34.15277414,0,Community Planning,
,Wise County,Government ,8/1/2025,200 N Trinity St,Decatur,TX,76234,-97.58645256,33.23505134,0,Community Planning,
,Young County,Government ,9/1/2023,316 S Main Street,Graham,TX,76450,-98.66714337,33.00179465,0,Community Planning,
,Anderson County,Government,12/1/2020,703 N Mallard St,Palestine,TX,75801,-95.62734488,31.76623982,0,Community Planning,
,Tech Savvy Teens,School,9/16/2025,"2855 E. Manoa Road, #105-157",Honolulu,HI,96822,-157.8214153,21.29327099,40,Teens Teach Tech,Internet Basics
,Tech Savvy Teens,School,10/6/2025,"2856 E. Manoa Road, #105-157",Honolulu,HI,96823,-157.8214154,21.29327100,18,Teens Teach Tech,Internet Basics
,Tech Savvy Teens,School,10/11/2025,"2857 E. Manoa Road, #105-157",Honolulu,HI,96824,-157.8214155,21.29327101,18,Teens Teach Tech,Email Basics
,ACUTAS,Non-Profit,9/30/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Computer Basics Windows 10
,ACUTAS,Non-Profit,10/2/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,9,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,10/7/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,10/9/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,10/14/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,10/16/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Email Basics
,ACUTAS,Non-Profit,10/21/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,6,Teens Teach Tech,Email Basics
,ACUTAS,Non-Profit,10/23/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Mobile Device Basics (iOS)
,ACUTAS,Non-Profit,10/23/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,10/28/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,8,Teens Teach Tech,Mobile Device Basics (iOS)
,ACUTAS,Non-Profit,10/30/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,7,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,11/4/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,6,Teens Teach Tech,Email Basics
,ACUTAS,Non-Profit,11/6/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,4,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,11/13/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,6,Teens Teach Tech,Mobile Device Basics (iOS)
,ACUTAS,Non-Profit,11/20/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Mobile Device Basics (Android)
,ACUTAS,Non-Profit,11/25/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Computer Basics Windows 10
,ACUTAS,Non-Profit,12/2/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,12/4/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,12/9/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,12/11/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,12/16/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,12/18/2025,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,1/6/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,1/8/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Internet Basics
,ACUTAS,Non-Profit,1/13/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Cybersecurity
,ACUTAS,Non-Profit,1/15/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Computer Basics Windows 10
,ACUTAS,Non-Profit,1/20/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Mobile Device Basics (iOS)
,ACUTAS,Non-Profit,1/22/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Mobile Device Basics (Android)
,ACUTAS,Non-Profit,1/27/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Open Lab Workshops
,ACUTAS,Non-Profit,1/29/2026,"Cll Bellisima, 00949 Ingenio",Toa Baja,PR,00951,-66.22420982,18.44518249,,Teens Teach Tech,Computer Basics Windows 10
,Adolfo Camarillo High School,School,7/25/2025,4660 Mission Oaks Blvd,Camarillo,CA,93012,-119.0097082,34.21865963,40,Teens Teach Tech,Mobile Device Basics (iOS)
,Adolfo Camarillo High School,School,9/15/2025,4660 Mission Oaks Blvd,Camarillo,CA,93012,-119.0097082,34.21865963,350,Teens Teach Tech,Mobile Device Basics (Android)
,Bauxite High School FBLA,School Club,12/2/2025,"800 School Street,",Bauxite,AR,72011,,,,Teens Teach Tech,Internet Basics
,Bauxite High School FBLA,School Club,12/9/2025,"800 School Street,",Bauxite,AR,72011,,,,Teens Teach Tech,Cybersecurity
,Be by Bailey Lakare,Youth Development Organization,10/30/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,8,Teens Teach Tech,Open Lab Workshops
,Be by Bailey Lakare,Youth Development Organization,11/7/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,11,Teens Teach Tech,Open Lab Workshops
,Be by Bailey Lakare,Youth Development Organization,11/7/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,11,Teens Teach Tech,Internet Basics
,Be by Bailey Lakare,Youth Development Organization,11/14/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,15,Teens Teach Tech,Cybersecurity
,Be by Bailey Lakare,Youth Development Organization,11/14/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,15,Teens Teach Tech,Email Basics
,Be by Bailey Lakare,Youth Development Organization,11/20/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,,Teens Teach Tech,Video Conferencing
,Be by Bailey Lakare,Youth Development Organization,11/25/2025,719 Blaine St,Detroit,MI,48202,-83.0882,42.3791,,Teens Teach Tech,Open Lab Workshops
,Central High School,School,4/26/2025,550 Warrior Way,Grand Junction,CO,81504,-108.473236,39.0867555,3,Teens Teach Tech,Open Lab Workshops
,Central High School,School,4/26/2025,550 Warrior Way,Grand Junction,CO,81504,-108.473236,39.0867555,3,Teens Teach Tech,Email Basics
,Central High School,School,4/26/2025,550 Warrior Way,Grand Junction,CO,81504,-108.473236,39.0867555,6,Teens Teach Tech,Video Conferencing
,Central High School,School,5/6/2025,550 Warrior Way,Grand Junction,CO,81504,-108.473236,39.0867555,9,Teens Teach Tech,Internet Basics
,Central High School,School,5/6/2025,550 Warrior Way,Grand Junction,CO,81504,-108.473236,39.0867555,8,Teens Teach Tech,Cybersecurity
,Columbus High School,School,8/28/2025,1164 Farnham St,Columbus,WI,53925,-89.01944033,43.32696695,39,Teens Teach Tech,Email Basics
,Columbus High School,School,10/22/2025,1164 Farnham St,Columbus,WI,53925,-89.01944033,43.32696695,10,Teens Teach Tech,Email Basics
,Connected Dallas/DIA,Non-Profit,8/12/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,3,Teens Teach Tech,Internet Basics
,Connected Dallas/DIA,Non-Profit,9/13/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,8,Teens Teach Tech,Cybersecurity
,Connected Dallas/DIA,Non-Profit,9/13/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,9,Teens Teach Tech,Computer Basics Windows 10
,Connected Dallas/DIA,Non-Profit,9/16/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,6,Teens Teach Tech,Cybersecurity
,Connected Dallas/DIA,Non-Profit,9/18/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,35,Teens Teach Tech,Computer Basics Windows 10
,Connected Dallas/DIA,Non-Profit,9/18/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,20,Teens Teach Tech,Cybersecurity
,Connected Dallas/DIA,Non-Profit,9/20/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,9,Teens Teach Tech,Computer Basics Windows 10
,Connected Dallas/DIA,Non-Profit,9/23/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,12,Teens Teach Tech,Cybersecurity
,Connected Dallas/DIA,Non-Profit,9/30/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,6,Teens Teach Tech,Mobile Device Basics (iOS)
,Connected Dallas/DIA,Non-Profit,9/30/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,10,Teens Teach Tech,Mobile Device Basics (Android)
,Connected Dallas/DIA,Non-Profit,10/8/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,7,Teens Teach Tech,Computer Basics Windows 10
,Connected Dallas/DIA,Non-Profit,10/8/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,13,Teens Teach Tech,Open Lab Workshops
,Connected Dallas/DIA,Non-Profit,10/9/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,13,Teens Teach Tech,Mobile Device Basics (iOS)
,Connected Dallas/DIA,Non-Profit,10/14/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,8,Teens Teach Tech,Video Conferencing
,Connected Dallas/DIA,Non-Profit,10/14/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,8,Teens Teach Tech,Cybersecurity
,Connected Dallas/DIA,Non-Profit,10/23/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,9,Teens Teach Tech,Computer Basics Windows 10
,Connected Dallas/DIA,Non-Profit,10/25/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,12,Teens Teach Tech,Cybersecurity
,Connected Dallas/DIA,Non-Profit,10/28/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,7,Teens Teach Tech,Mobile Device Basics (iOS)
,Connected Dallas/DIA,Non-Profit,10/28/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,10,Teens Teach Tech,Mobile Device Basics (Android)
,Connected Dallas/DIA,Non-Profit,10/29/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,12,Teens Teach Tech,Internet Basics
,Connected Dallas/DIA,Non-Profit,10/31/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,68,Teens Teach Tech,Email Basics
,Connected Dallas/DIA,Non-Profit,11/4/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,36,Teens Teach Tech,Video Conferencing
,Connected Dallas/DIA,Non-Profit,11/4/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,10,Teens Teach Tech,Open Lab Workshops
,Connected Dallas/DIA,Non-Profit,11/8/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,20,Teens Teach Tech,Computer Basics Windows 10
,Connected Dallas/DIA,Non-Profit,11/12/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,7,Teens Teach Tech,Internet Basics
,Connected Dallas/DIA,Non-Profit,11/15/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,10,Teens Teach Tech,Email Basics
,Connected Dallas/DIA,Non-Profit,11/24/2025,4907 Spring Ave,Dallas,TX,75210,-96.73855776,32.77743526,,Teens Teach Tech,Mobile Device Basics (iOS)
,EDUCATE Career Builders,Workforce Development,12/2/2025,1411 Highway 50 W #1005,Pueblo,CO,81008,-104.6258049,38.30900735,,Teens Teach Tech,Video Conferencing
,EKAM USA Inc,Non-Profit,11/17/2025,26815 elk vista ct.,katy,TX,77494,-95.7988,29.6959,12,Teens Teach Tech,Cybersecurity
,EKAM USA Inc,Non-Profit,11/17/2025,26815 elk vista ct.,KATY,TX,77494,-95.7988,29.6959,12,Teens Teach Tech,Open Lab Workshops
,Exhilarating Inc,Business,7/16/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,6,Teens Teach Tech,Computer Basics Windows 10
,Exhilarating Inc.,Business,6/23/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,7,Teens Teach Tech,Internet Basics
,Exhilarating Inc.,Business,7/10/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,4,Teens Teach Tech,Cybersecurity
,Exhilarating Inc.,Business,7/17/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,4,Teens Teach Tech,Mobile Device Basics (iOS)
,Exhilarating Inc.,Business,8/5/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,15,Teens Teach Tech,Mobile Device Basics (Android)
,Exhilarating Inc.,Business,8/5/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,15,Teens Teach Tech,Video Conferencing
,Exhilarating Inc.,Business,8/7/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,40,Teens Teach Tech,Cybersecurity
,Exhilarating Inc.,Business,8/7/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,40,Teens Teach Tech,Open Lab Workshops
,Exhilarating Inc.,Business,9/29/2025,140 Deweese Street,Lexington,KY,40507,-84.49199481,38.0443236,44,Teens Teach Tech,Cybersecurity
,Forbes Road Career & Technology Center,School,10/8/2025,607 Beatty Rd,Monroeville,PA,15146,-79.75053483,40.44827288,6,Teens Teach Tech,Mobile Device Basics (iOS)
,Forbes Road Career & Technology Center,School,11/25/2025,607 Beatty Rd,Monroeville,PA,15146,-79.75053483,40.44827288,,Teens Teach Tech,Internet Basics
,Glen Rose School District (FBLA),School,9/29/2025, 14334 Highway 67,Malvern,AR,72104,-92.72953194,34.45630725,3,Teens Teach Tech,Cybersecurity
,Glen Rose School District (FBLA),School,11/17/2025, 14334 Highway 67,Malvern,AR,72104,-92.72953194,34.45630725,3,Teens Teach Tech,Cybersecurity
,Glen Rose School District (FBLA),School,12/4/2025, 14334 Highway 67,Malvern,AR,72104,-92.72953194,34.45630725,,Teens Teach Tech,Internet Basics
,Gloucester County Institute of Technology,Government,10/17/2025,1360 Tanyard Rd,Sewell,NJ,08080,-75.12618352,39.78857255,122,Teens Teach Tech,Internet Basics
,Gloucester County Institute of Technology,Government,10/17/2025,1360 Tanyard Rd,Sewell,NJ,08080,-75.12618352,39.78857255,121,Teens Teach Tech,Cybersecurity
,Gray's Creek High School,School,8/21/2025,5301 Celebration Dr,HOPE MILLS,NC,28348,-78.90371635,34.92368125,100,Teens Teach Tech,Internet Basics
,Highland Park HS FBLA ,School Club,11/25/2025,102 N 5th Ave. Highland Park,Highland Park,NJ,8904,-74.4249,40.503,,Teens Teach Tech,Cybersecurity
,Highland Park HS FBLA ,School Club,12/15/2025,102 N 5th Ave. Highland Park,Highland Park,NJ,8904,-74.4249,40.503,,Teens Teach Tech,Internet Basics
,Highland Park HS FBLA ,School Club,12/18/2025,102 N 5th Ave. Highland Park,Highland Park,NJ,8904,-74.4249,40.503,,Teens Teach Tech,Cybersecurity
,Highland Park HS FBLA ,School Club,12/22/2025,102 N 5th Ave. Highland Park,Highland Park,NJ,8904,-74.4249,40.503,,Teens Teach Tech,Internet Basics
,Hueneme HS,School,5/1/2025,500 W. Bard Rd.,Oxnard,CA, 93033,-119.1817956,34.1610361,2,Teens Teach Tech,Cybersecurity
,Hueneme HS,School,5/1/2025,500 W. Bard Rd.,Oxnard,CA, 93033,-119.1817956,34.1610361,1,Teens Teach Tech,Cybersecurity
,Hueneme HS,School,5/7/2025,500 W. Bard Rd.,Oxnard,CA, 93033,-119.1817956,34.1610361,5,Teens Teach Tech,Mobile Device Basics (iOS)
,Hueneme HS,School,5/30/2025,500 W. Bard Rd.,Oxnard,CA, 93033,-119.1817956,34.1610361,19,Teens Teach Tech,Internet Basics
,Hueneme HS,School,5/30/2025,500 W. Bard Rd.,Oxnard,CA, 93033,-119.1817956,34.1610361,16,Teens Teach Tech,Cybersecurity
